material_type,quality_grade,quantity,unit,age_years,damage_percentage,original_price,current_market_price,location,transport_distance,demand_score,reuse_score,selling_price
Red Bricks,Grade B,5000.0,Pieces,4.2,3.0,55000.0,57750.0,Hyderabad,42.9,1.05,55.00000000000001,31575.0
Window Glass,Grade C,1200.0,sq.ft,1.8,61.9,90000.0,94500.0,Bangalore,12.5,1.12,38.0,24698.0
PVC Pipes,Grade B,200.0,Pieces,0.8,16.9,52000.0,54600.0,Delhi,46.6,1.1,55.00000000000001,27833.0
Flush Doors,Grade A,500.0,Pieces,1.1,24.1,2100000.0,2205000.0,Mysuru,9.8,0.95,75.0,1274755.0
Granite Slabs,Grade A,1200.0,sq.ft,0.5,17.6,228000.0,239400.0,Mysuru,12.5,0.95,75.0,142929.0
Natural Stone Slabs,Grade C,60.0,Tonnes,1.7,81.6,66000.0,69300.0,Pune,38.8,1.06,38.0,13946.0
Flush Doors,Grade B,500.0,Pieces,3.8,10.5,2100000.0,2205000.0,Bangalore,11.2,1.12,55.00000000000001,1192047.0
Marble Slabs,Grade B,250.0,sq.ft,4.0,24.1,52500.0,55125.0,Bangalore,24.6,1.12,55.00000000000001,26725.0
Electrical Wiring & Panels,Grade B,100.0,Pieces,0.8,16.2,22000.0,23100.0,Bangalore,42.3,1.12,55.00000000000001,11985.0
Flush Doors,Grade B,1000.0,Pieces,1.7,13.2,4200000.0,4410000.0,Mumbai,38.7,1.18,55.00000000000001,2558653.0
Window Glass,Grade B,800.0,sq.ft,4.5,39.9,60000.0,63000.0,Hyderabad,21.7,1.05,55.00000000000001,27396.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,6.4,77.3,0.0,0.0,Chennai,29.4,1.02,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,3.2,54.4,0.0,0.0,Mumbai,32.6,1.18,0.0,0.0
Sanitaryware Ceramics,Grade A,500.0,Pieces,7.9,14.7,425000.0,446250.0,Mysuru,5.0,0.95,75.0,273811.0
Red Bricks,Grade C,2000.0,Pieces,3.8,80.6,22000.0,23100.0,Mumbai,40.6,1.18,38.0,5073.0
Mixed Demolition Waste,Grade C,40.0,Tonnes,2.2,43.4,18000.0,18900.0,Hyderabad,38.5,1.05,38.0,4896.0
Ceramic Floor Tiles,Grade A,1200.0,sq.ft,2.9,34.8,50400.0,52920.0,Mumbai,49.8,1.18,75.0,33574.0
Flush Doors,Grade A,500.0,Pieces,0.9,15.9,2100000.0,2205000.0,Pune,10.0,1.06,75.0,1483319.0
Electrical Wiring & Panels,Grade A,200.0,Pieces,3.1,45.3,44000.0,46200.0,Chennai,13.7,1.02,75.0,25190.0
Construction Sand,Grade D,10.0,Tonnes,0.7,54.2,18000.0,18900.0,Delhi,29.2,1.1,22.0,2929.0
Red Bricks,Grade C,200.0,Pieces,6.5,27.9,2200.0,2310.0,Pune,10.3,1.06,38.0,766.0
Mixed Demolition Waste,Grade A,15.0,Tonnes,1.7,13.2,6750.0,7087.5,Delhi,44.7,1.1,75.0,5153.0
Red Bricks,Grade A,100.0,Pieces,9.7,40.8,1100.0,1155.0,Delhi,18.3,1.1,75.0,716.0
Construction Sand,Grade B,5.0,Tonnes,0.4,15.0,9000.0,9450.0,Mysuru,34.7,0.95,55.00000000000001,4236.0
Flush Doors,Grade B,5000.0,Pieces,11.7,9.8,21000000.0,22050000.0,Delhi,20.0,1.1,55.00000000000001,11440891.0
Natural Stone Slabs,Grade A,60.0,Tonnes,6.2,6.8,66000.0,69300.0,Bangalore,19.7,1.12,75.0,53831.0
Marble Slabs,Grade E,500.0,sq.ft,1.7,40.5,105000.0,110250.0,Mysuru,7.5,0.95,0.0,0.0
Structural Wood / Timber,Grade B,800.0,sq.ft,1.1,16.6,104000.0,109200.0,Mysuru,41.0,0.95,55.00000000000001,48881.0
Natural Stone Slabs,Grade C,25.0,Tonnes,2.6,65.8,27500.0,28875.0,Pune,12.6,1.06,38.0,6436.0
Construction Sand,Grade C,40.0,Tonnes,4.4,45.2,72000.0,75600.0,Bangalore,13.5,1.12,38.0,20604.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,0.6,22.9,6500.0,6825.0,Chennai,45.2,1.02,55.00000000000001,3085.0
Natural Stone Slabs,Grade A,60.0,Tonnes,1.9,30.5,66000.0,69300.0,Pune,44.1,1.06,75.0,43951.0
Marble Slabs,Grade B,250.0,sq.ft,4.0,27.0,52500.0,55125.0,Hyderabad,12.7,1.05,55.00000000000001,25312.0
Construction Sand,Grade D,60.0,Tonnes,7.1,37.7,108000.0,113400.0,Delhi,8.4,1.1,22.0,19652.0
Cement Blocks,Grade D,5000.0,Pieces,8.7,63.4,260000.0,273000.0,Bangalore,32.7,1.12,22.0,40627.0
Marble Slabs,Grade C,1200.0,sq.ft,0.7,41.1,252000.0,264600.0,Bangalore,6.6,1.12,38.0,83840.0
Galvanized Iron (GI) Pipes,Grade B,100.0,Pieces,9.9,11.4,55000.0,57750.0,Mumbai,47.9,1.18,55.00000000000001,33972.0
Electrical Wiring & Panels,Grade B,50.0,Pieces,0.8,39.9,11000.0,11550.0,Mysuru,19.5,0.95,55.00000000000001,4128.0
Window Glass,Grade C,1200.0,sq.ft,2.0,65.5,90000.0,94500.0,Hyderabad,46.0,1.05,38.0,22127.0
Ceramic Floor Tiles,Grade E,500.0,sq.ft,0.7,83.6,21000.0,22050.0,Chennai,31.4,1.02,0.0,0.0
Construction Sand,Grade B,5.0,Tonnes,5.4,28.5,9000.0,9450.0,Mumbai,21.3,1.18,55.00000000000001,5155.0
Aluminum Windows,Grade B,100.0,Pieces,1.1,31.2,280000.0,294000.0,Hyderabad,34.4,1.05,55.00000000000001,128794.0
PVC Pipes,Grade D,500.0,Pieces,0.8,75.8,130000.0,136500.0,Delhi,36.3,1.1,22.0,16288.0
Natural Stone Slabs,Grade E,25.0,Tonnes,0.5,60.0,27500.0,28875.0,Mumbai,24.3,1.18,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,4.6,87.2,0.0,0.0,Chennai,48.6,1.02,0.0,0.0
Cement Blocks,Grade A,200.0,Pieces,2.8,8.8,10400.0,10920.0,Bangalore,47.0,1.12,75.0,7616.0
Window Glass,Grade A,800.0,sq.ft,7.5,1.5,60000.0,63000.0,Mysuru,14.1,0.95,75.0,40644.0
Concrete Rubble,Grade B,40.0,Tonnes,3.9,14.8,48000.0,50400.0,Pune,17.7,1.06,55.00000000000001,24959.0
Window Glass,Grade E,100.0,sq.ft,0.6,62.1,7500.0,7875.0,Mumbai,46.6,1.18,0.0,0.0
Granite Slabs,Grade B,100.0,sq.ft,0.5,37.7,19000.0,19950.0,Mysuru,29.2,0.95,55.00000000000001,7749.0
PVC Pipes,Grade B,100.0,Pieces,2.6,11.1,26000.0,27300.0,Mysuru,36.2,0.95,55.00000000000001,11417.0
Mixed Demolition Waste,Grade C,25.0,Tonnes,0.9,76.7,11250.0,11812.5,Bangalore,13.4,1.12,38.0,2739.0
Galvanized Iron (GI) Pipes,Grade A,2000.0,Pieces,8.1,12.2,1100000.0,1155000.0,Mysuru,48.2,0.95,75.0,714130.0
Construction Sand,Grade B,25.0,Tonnes,0.5,31.0,45000.0,47250.0,Chennai,30.0,1.02,55.00000000000001,21620.0
Red Bricks,Grade B,100.0,Pieces,7.6,22.9,1100.0,1155.0,Pune,14.7,1.06,55.00000000000001,562.0
Flush Doors,Grade A,100.0,Pieces,0.9,33.1,420000.0,441000.0,Mysuru,45.4,0.95,75.0,247342.0
Mixed Demolition Waste,Grade B,60.0,Tonnes,1.1,26.7,27000.0,28350.0,Mumbai,6.1,1.18,55.00000000000001,15002.0
Granite Slabs,Grade B,100.0,sq.ft,11.3,19.7,19000.0,19950.0,Delhi,22.9,1.1,55.00000000000001,10045.0
Structural Wood / Timber,Grade C,500.0,sq.ft,3.2,67.5,65000.0,68250.0,Chennai,18.2,1.02,38.0,14579.0
Ceramic Floor Tiles,Grade D,500.0,sq.ft,0.8,34.2,21000.0,22050.0,Pune,35.8,1.06,22.0,3702.0
Aluminum Windows,Grade C,5000.0,Pieces,13.1,83.1,14000000.0,14700000.0,Delhi,37.0,1.1,38.0,2983316.0
TMT Steel Rods,Grade A,3000.0,kg,6.0,2.4,174000.0,182700.0,Chennai,48.1,1.02,75.0,127976.0
Marble Slabs,Grade A,250.0,sq.ft,1.2,29.2,52500.0,55125.0,Pune,7.8,1.06,75.0,35358.0
Marble Slabs,Grade B,800.0,sq.ft,2.4,12.2,168000.0,176400.0,Mysuru,29.3,0.95,55.00000000000001,81795.0
Concrete Rubble,Grade B,60.0,Tonnes,2.4,25.2,72000.0,75600.0,Chennai,9.5,1.02,55.00000000000001,32869.0
Corrugated Roofing Sheets,Grade C,500.0,sq.ft,1.2,63.2,32500.0,34125.0,Bangalore,16.0,1.12,38.0,8788.0
Cement Blocks,Grade B,1000.0,Pieces,2.0,18.3,52000.0,54600.0,Chennai,38.5,1.02,55.00000000000001,25517.0
Flush Doors,Grade B,200.0,Pieces,5.6,17.0,840000.0,882000.0,Mysuru,30.0,0.95,55.00000000000001,375656.0
Concrete Rubble,Grade A,5.0,Tonnes,2.3,11.4,6000.0,6300.0,Delhi,35.4,1.1,75.0,4742.0
Aluminum Windows,Grade B,100.0,Pieces,2.2,9.1,280000.0,294000.0,Mumbai,41.6,1.18,55.00000000000001,177005.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,1.1,17.0,6500.0,6825.0,Mysuru,13.1,0.95,55.00000000000001,3096.0
Flush Doors,Grade A,1000.0,Pieces,2.0,3.8,4200000.0,4410000.0,Mumbai,38.0,1.18,75.0,3692124.0
Window Glass,Grade A,100.0,sq.ft,8.5,11.4,7500.0,7875.0,Bangalore,5.3,1.12,75.0,5755.0
Electrical Wiring & Panels,Grade B,50.0,Pieces,4.6,20.7,11000.0,11550.0,Pune,11.3,1.06,55.00000000000001,5598.0
Structural Wood / Timber,Grade D,250.0,sq.ft,1.3,79.4,32500.0,34125.0,Mumbai,40.9,1.18,22.0,4587.0
Corrugated Roofing Sheets,Grade A,1200.0,sq.ft,1.1,10.9,78000.0,81900.0,Mysuru,23.9,0.95,75.0,50957.0
PVC Pipes,Grade C,2000.0,Pieces,4.6,62.0,520000.0,546000.0,Chennai,15.2,1.02,38.0,129969.0
Window Glass,Grade B,500.0,sq.ft,2.0,14.9,37500.0,39375.0,Chennai,12.7,1.02,55.00000000000001,20075.0
Aluminum Windows,Grade A,100.0,Pieces,1.2,18.3,280000.0,294000.0,Delhi,28.8,1.1,75.0,215174.0
Marble Slabs,Grade A,100.0,sq.ft,2.0,26.5,21000.0,22050.0,Mysuru,6.2,0.95,75.0,12721.0
Ceramic Floor Tiles,Grade A,800.0,sq.ft,3.8,14.5,33600.0,35280.0,Chennai,14.7,1.02,75.0,23680.0
Natural Stone Slabs,Grade A,25.0,Tonnes,8.9,37.8,27500.0,28875.0,Mumbai,21.9,1.18,75.0,19897.0
Concrete Rubble,Grade A,25.0,Tonnes,0.7,5.0,30000.0,31500.0,Bangalore,13.9,1.12,75.0,24684.0
TMT Steel Rods,Grade D,200.0,kg,0.7,81.3,11600.0,12180.0,Hyderabad,16.6,1.05,22.0,1339.0
Mixed Demolition Waste,Grade E,5.0,Tonnes,3.5,44.2,2250.0,2362.5,Mysuru,23.2,0.95,0.0,0.0
Flush Doors,Grade E,50.0,Pieces,1.1,77.0,210000.0,220500.0,Chennai,17.1,1.02,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,0.6,68.8,0.0,0.0,Hyderabad,41.5,1.05,0.0,0.0
Construction Sand,Grade D,25.0,Tonnes,1.7,75.9,45000.0,47250.0,Mumbai,31.3,1.18,22.0,6140.0
Electrical Wiring & Panels,Grade B,200.0,Pieces,9.4,17.3,44000.0,46200.0,Pune,28.7,1.06,55.00000000000001,22315.0
Electrical Wiring & Panels,Grade B,500.0,Pieces,16.2,39.8,110000.0,115500.0,Mumbai,39.5,1.18,55.00000000000001,53396.0
Red Bricks,Grade B,50.0,Pieces,3.7,5.9,550.0,577.5,Chennai,13.9,1.02,55.00000000000001,296.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,4.3,12.9,21000.0,22050.0,Pune,30.1,1.06,55.00000000000001,11147.0
Electrical Wiring & Panels,Grade B,50.0,Pieces,5.5,33.0,11000.0,11550.0,Delhi,18.4,1.1,55.00000000000001,5189.0
TMT Steel Rods,Grade B,200.0,kg,4.9,16.2,11600.0,12180.0,Pune,10.4,1.06,55.00000000000001,6205.0
TMT Steel Rods,Grade C,1000.0,kg,3.9,40.2,58000.0,60900.0,Pune,22.2,1.06,38.0,16947.0
Concrete Rubble,Grade B,40.0,Tonnes,2.4,5.8,48000.0,50400.0,Mumbai,31.6,1.18,55.00000000000001,32641.0
Marble Slabs,Grade B,500.0,sq.ft,4.6,21.8,105000.0,110250.0,Pune,29.2,1.06,55.00000000000001,55159.0
Galvanized Iron (GI) Pipes,Grade D,100.0,Pieces,0.7,20.9,55000.0,57750.0,Hyderabad,26.7,1.05,22.0,10993.0
Window Glass,Grade B,100.0,sq.ft,1.2,11.7,7500.0,7875.0,Hyderabad,39.3,1.05,55.00000000000001,4020.0
Natural Stone Slabs,Grade B,25.0,Tonnes,0.5,13.8,27500.0,28875.0,Mysuru,8.3,0.95,55.00000000000001,13071.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,1.1,25.6,21000.0,22050.0,Pune,11.8,1.06,55.00000000000001,10533.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,0.6,65.5,0.0,0.0,Chennai,45.5,1.02,0.0,0.0
TMT Steel Rods,Grade D,200.0,kg,1.8,60.1,11600.0,12180.0,Chennai,19.3,1.02,22.0,1758.0
Mixed Demolition Waste,Grade B,40.0,Tonnes,4.1,11.1,18000.0,18900.0,Bangalore,29.7,1.12,55.00000000000001,10527.0
Window Glass,Grade B,250.0,sq.ft,2.0,19.7,18750.0,19687.5,Delhi,16.2,1.1,55.00000000000001,9677.0
Red Bricks,Grade B,1000.0,Pieces,2.8,28.7,11000.0,11550.0,Mysuru,39.9,0.95,55.00000000000001,4483.0
Structural Wood / Timber,Grade B,800.0,sq.ft,4.5,5.5,104000.0,109200.0,Chennai,15.8,1.02,55.00000000000001,57055.0
Aluminum Windows,Grade D,2000.0,Pieces,0.5,39.5,5600000.0,5880000.0,Bangalore,18.4,1.12,22.0,1036028.0
Granite Slabs,Grade C,800.0,sq.ft,8.2,70.1,152000.0,159600.0,Hyderabad,31.2,1.05,38.0,33808.0
Natural Stone Slabs,Grade E,40.0,Tonnes,7.0,74.3,44000.0,46200.0,Mysuru,24.4,0.95,0.0,0.0
Marble Slabs,Grade A,1200.0,sq.ft,0.8,23.5,252000.0,264600.0,Mumbai,47.8,1.18,75.0,184888.0
TMT Steel Rods,Grade A,1500.0,kg,8.8,6.4,87000.0,91350.0,Hyderabad,22.9,1.05,75.0,66968.0
Granite Slabs,Grade C,800.0,sq.ft,3.1,54.9,152000.0,159600.0,Bangalore,49.1,1.12,38.0,45577.0
Construction Sand,Grade B,5.0,Tonnes,1.9,24.5,9000.0,9450.0,Pune,46.5,1.06,55.00000000000001,4366.0
Galvanized Iron (GI) Pipes,Grade D,1000.0,Pieces,1.2,49.0,550000.0,577500.0,Bangalore,18.8,1.12,22.0,95856.0
PVC Pipes,Grade C,5000.0,Pieces,0.2,86.0,1300000.0,1365000.0,Hyderabad,23.1,1.05,38.0,251331.0
Aluminum Windows,Grade C,100.0,Pieces,1.8,25.4,280000.0,294000.0,Chennai,46.4,1.02,38.0,92329.0
Electrical Wiring & Panels,Grade B,500.0,Pieces,0.9,21.1,110000.0,115500.0,Bangalore,29.9,1.12,55.00000000000001,61081.0
Marble Slabs,Grade B,800.0,sq.ft,0.6,27.4,168000.0,176400.0,Mysuru,25.3,0.95,55.00000000000001,76818.0
Cement Blocks,Grade D,500.0,Pieces,6.0,72.6,26000.0,27300.0,Mumbai,9.9,1.18,22.0,4055.0
Granite Slabs,Grade C,1200.0,sq.ft,8.4,67.6,228000.0,239400.0,Hyderabad,30.1,1.05,38.0,52464.0
Marble Slabs,Grade C,100.0,sq.ft,5.5,23.0,21000.0,22050.0,Delhi,32.7,1.1,38.0,7735.0
TMT Steel Rods,Grade B,500.0,kg,4.8,8.2,29000.0,30450.0,Mysuru,46.3,0.95,55.00000000000001,14676.0
Window Glass,Grade B,1200.0,sq.ft,0.8,15.7,90000.0,94500.0,Pune,8.4,1.06,55.00000000000001,47892.0
Galvanized Iron (GI) Pipes,Grade B,5000.0,Pieces,2.3,28.9,2750000.0,2887500.0,Mysuru,46.9,0.95,55.00000000000001,1289234.0
Structural Wood / Timber,Grade B,250.0,sq.ft,7.1,32.9,32500.0,34125.0,Delhi,32.0,1.1,55.00000000000001,15635.0
Marble Slabs,Grade C,800.0,sq.ft,9.9,57.5,168000.0,176400.0,Pune,8.3,1.06,38.0,43007.0
Cement Blocks,Grade B,200.0,Pieces,2.6,14.4,10400.0,10920.0,Hyderabad,34.3,1.05,55.00000000000001,5810.0
Natural Stone Slabs,Grade A,10.0,Tonnes,2.9,16.3,11000.0,11550.0,Pune,9.7,1.06,75.0,8001.0
Natural Stone Slabs,Grade B,15.0,Tonnes,10.3,20.7,16500.0,17325.0,Pune,29.3,1.06,55.00000000000001,9577.0
Natural Stone Slabs,Grade A,5.0,Tonnes,3.0,6.2,5500.0,5775.0,Mumbai,30.8,1.18,75.0,4682.0
Ceramic Floor Tiles,Grade B,100.0,sq.ft,1.8,6.7,4200.0,4410.0,Hyderabad,42.5,1.05,55.00000000000001,2461.0
Construction Sand,Grade C,10.0,Tonnes,1.4,83.9,18000.0,18900.0,Hyderabad,42.8,1.05,38.0,3914.0
Sanitaryware Ceramics,Grade D,50.0,Pieces,2.1,61.9,42500.0,44625.0,Mumbai,14.5,1.18,22.0,6573.0
Concrete Rubble,Grade B,60.0,Tonnes,5.1,24.3,72000.0,75600.0,Mysuru,13.4,0.95,55.00000000000001,30152.0
Construction Sand,Grade E,5.0,Tonnes,0.8,77.0,9000.0,9450.0,Mysuru,6.9,0.95,0.0,0.0
Window Glass,Grade E,250.0,sq.ft,2.2,87.6,18750.0,19687.5,Delhi,18.1,1.1,0.0,0.0
Marble Slabs,Grade B,800.0,sq.ft,1.3,3.5,168000.0,176400.0,Delhi,26.9,1.1,55.00000000000001,95850.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,4.4,22.6,21000.0,22050.0,Mumbai,34.1,1.18,55.00000000000001,11719.0
Construction Sand,Grade A,5.0,Tonnes,4.1,8.7,9000.0,9450.0,Delhi,28.4,1.1,75.0,6762.0
Concrete Rubble,Grade C,25.0,Tonnes,1.6,63.7,30000.0,31500.0,Chennai,36.7,1.02,38.0,7050.0
Structural Wood / Timber,Grade B,500.0,sq.ft,2.4,9.8,65000.0,68250.0,Mumbai,44.3,1.18,55.00000000000001,37821.0
TMT Steel Rods,Grade B,1000.0,kg,6.6,14.8,58000.0,60900.0,Bangalore,47.5,1.12,55.00000000000001,32788.0
Flush Doors,Grade B,5000.0,Pieces,0.6,13.5,21000000.0,22050000.0,Hyderabad,16.6,1.05,55.00000000000001,11020092.0
Ceramic Floor Tiles,Grade B,100.0,sq.ft,2.7,8.8,4200.0,4410.0,Mysuru,5.8,0.95,55.00000000000001,2075.0
Window Glass,Grade A,100.0,sq.ft,2.1,10.3,7500.0,7875.0,Mysuru,37.6,0.95,75.0,4769.0
Granite Slabs,Grade B,1200.0,sq.ft,5.2,41.0,228000.0,239400.0,Chennai,36.6,1.02,55.00000000000001,104592.0
Sanitaryware Ceramics,Grade E,500.0,Pieces,6.6,48.4,425000.0,446250.0,Chennai,16.2,1.02,0.0,0.0
Granite Slabs,Grade E,500.0,sq.ft,2.4,64.7,95000.0,99750.0,Chennai,30.9,1.02,0.0,0.0
Structural Wood / Timber,Grade D,800.0,sq.ft,4.5,43.8,104000.0,109200.0,Pune,45.0,1.06,22.0,17725.0
Cement Blocks,Grade A,500.0,Pieces,0.3,18.5,26000.0,27300.0,Delhi,18.4,1.1,75.0,19009.0
Flush Doors,Grade A,5000.0,Pieces,0.5,29.2,21000000.0,22050000.0,Hyderabad,7.7,1.05,75.0,13473902.0
Corrugated Roofing Sheets,Grade A,250.0,sq.ft,3.8,8.7,16250.0,17062.5,Pune,30.6,1.06,75.0,12496.0
TMT Steel Rods,Grade D,200.0,kg,3.7,28.5,11600.0,12180.0,Pune,49.0,1.06,22.0,2319.0
Construction Sand,Grade A,10.0,Tonnes,0.8,19.5,18000.0,18900.0,Mysuru,36.7,0.95,75.0,10633.0
Mixed Demolition Waste,Grade B,60.0,Tonnes,1.9,39.3,27000.0,28350.0,Chennai,14.2,1.02,55.00000000000001,11222.0
Structural Wood / Timber,Grade B,250.0,sq.ft,1.9,12.5,32500.0,34125.0,Mysuru,6.7,0.95,55.00000000000001,15949.0
Corrugated Roofing Sheets,Grade A,1200.0,sq.ft,9.8,28.2,78000.0,81900.0,Chennai,21.7,1.02,75.0,47980.0
Sanitaryware Ceramics,Grade A,500.0,Pieces,1.9,9.5,425000.0,446250.0,Pune,21.8,1.06,75.0,326386.0
Construction Sand,Grade B,10.0,Tonnes,12.4,16.4,18000.0,18900.0,Delhi,24.1,1.1,55.00000000000001,9626.0
Construction Sand,Grade C,25.0,Tonnes,1.2,50.6,45000.0,47250.0,Pune,25.0,1.06,38.0,12185.0
Mixed Demolition Waste,Grade E,15.0,Tonnes,3.0,67.5,6750.0,7087.5,Mumbai,39.9,1.18,0.0,0.0
Structural Wood / Timber,Grade C,800.0,sq.ft,2.4,55.4,104000.0,109200.0,Hyderabad,27.2,1.05,38.0,28060.0
Ceramic Floor Tiles,Grade D,100.0,sq.ft,2.6,73.2,4200.0,4410.0,Pune,34.0,1.06,22.0,518.0
Mixed Demolition Waste,Grade C,40.0,Tonnes,0.2,46.8,18000.0,18900.0,Pune,6.7,1.06,38.0,5223.0
Red Bricks,Grade D,500.0,Pieces,4.9,56.1,5500.0,5775.0,Mysuru,35.6,0.95,22.0,810.0
Galvanized Iron (GI) Pipes,Grade B,200.0,Pieces,2.0,14.3,110000.0,115500.0,Pune,13.9,1.06,55.00000000000001,58837.0
Galvanized Iron (GI) Pipes,Grade A,200.0,Pieces,3.5,18.3,110000.0,115500.0,Pune,26.7,1.06,75.0,77743.0
Concrete Rubble,Grade D,25.0,Tonnes,1.5,79.9,30000.0,31500.0,Delhi,19.5,1.1,22.0,3642.0
Corrugated Roofing Sheets,Grade A,500.0,sq.ft,2.0,14.8,32500.0,34125.0,Chennai,48.7,1.02,75.0,21359.0
Concrete Rubble,Grade B,60.0,Tonnes,4.2,3.9,72000.0,75600.0,Delhi,39.5,1.1,55.00000000000001,42064.0
Mixed Demolition Waste,Grade E,40.0,Tonnes,2.6,74.2,18000.0,18900.0,Mysuru,16.8,0.95,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,0.4,71.4,0.0,0.0,Pune,8.2,1.06,0.0,0.0
Galvanized Iron (GI) Pipes,Grade B,1000.0,Pieces,4.6,3.3,550000.0,577500.0,Bangalore,7.2,1.12,55.00000000000001,325245.0
PVC Pipes,Grade D,50.0,Pieces,1.5,53.2,13000.0,13650.0,Pune,7.8,1.06,22.0,2079.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,6.1,63.0,0.0,0.0,Mysuru,40.4,0.95,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,2.8,27.4,0.0,0.0,Hyderabad,7.7,1.05,0.0,0.0
Red Bricks,Grade B,2000.0,Pieces,3.0,23.1,22000.0,23100.0,Bangalore,17.5,1.12,55.00000000000001,12235.0
Concrete Rubble,Grade B,10.0,Tonnes,3.6,13.7,12000.0,12600.0,Hyderabad,39.2,1.05,55.00000000000001,6042.0
Electrical Wiring & Panels,Grade B,100.0,Pieces,2.0,7.2,22000.0,23100.0,Mysuru,39.1,0.95,55.00000000000001,10264.0
Concrete Rubble,Grade B,25.0,Tonnes,6.8,35.5,30000.0,31500.0,Mumbai,36.5,1.18,55.00000000000001,15109.0
Construction Sand,Grade B,60.0,Tonnes,0.7,14.5,108000.0,113400.0,Chennai,6.9,1.02,55.00000000000001,50045.0
TMT Steel Rods,Grade B,500.0,kg,0.8,6.3,29000.0,30450.0,Chennai,44.4,1.02,55.00000000000001,15394.0
Aluminum Windows,Grade B,5000.0,Pieces,8.4,13.7,14000000.0,14700000.0,Delhi,33.4,1.1,55.00000000000001,8353026.0
PVC Pipes,Grade A,500.0,Pieces,3.6,12.2,130000.0,136500.0,Mumbai,8.0,1.18,75.0,107030.0
Marble Slabs,Grade B,100.0,sq.ft,2.9,7.5,21000.0,22050.0,Hyderabad,17.5,1.05,55.00000000000001,11202.0
Ceramic Floor Tiles,Grade C,500.0,sq.ft,2.8,83.9,21000.0,22050.0,Pune,16.0,1.06,38.0,4215.0
Granite Slabs,Grade B,250.0,sq.ft,1.1,25.9,47500.0,49875.0,Mysuru,33.8,0.95,55.00000000000001,19560.0
Marble Slabs,Grade B,800.0,sq.ft,1.5,9.7,168000.0,176400.0,Chennai,42.9,1.02,55.00000000000001,87229.0
Red Bricks,Grade E,2000.0,Pieces,2.5,78.0,22000.0,23100.0,Delhi,43.6,1.1,0.0,0.0
TMT Steel Rods,Grade B,500.0,kg,0.8,11.1,29000.0,30450.0,Pune,6.9,1.06,55.00000000000001,15354.0
Flush Doors,Grade C,100.0,Pieces,4.9,72.8,420000.0,441000.0,Mysuru,48.1,0.95,38.0,84209.0
Electrical Wiring & Panels,Grade C,100.0,Pieces,3.1,60.3,22000.0,23100.0,Pune,30.8,1.06,38.0,5570.0
Natural Stone Slabs,Grade B,15.0,Tonnes,7.6,37.9,16500.0,17325.0,Chennai,48.5,1.02,55.00000000000001,7504.0
PVC Pipes,Grade B,100.0,Pieces,13.5,24.3,26000.0,27300.0,Mysuru,21.7,0.95,55.00000000000001,12210.0
Structural Wood / Timber,Grade B,1200.0,sq.ft,2.8,22.6,156000.0,163800.0,Delhi,12.2,1.1,55.00000000000001,83082.0
Natural Stone Slabs,Grade C,10.0,Tonnes,0.8,87.7,11000.0,11550.0,Pune,24.2,1.06,38.0,2032.0
Electrical Wiring & Panels,Grade D,2000.0,Pieces,2.0,48.4,440000.0,462000.0,Pune,27.1,1.06,22.0,71684.0
TMT Steel Rods,Grade C,1000.0,kg,5.5,85.7,58000.0,60900.0,Chennai,23.2,1.02,38.0,10913.0
Structural Wood / Timber,Grade E,100.0,sq.ft,2.0,44.9,13000.0,13650.0,Mumbai,16.9,1.18,0.0,0.0
TMT Steel Rods,Grade E,3000.0,kg,9.6,79.3,174000.0,182700.0,Mumbai,29.2,1.18,0.0,0.0
Aluminum Windows,Grade D,1000.0,Pieces,2.0,31.1,2800000.0,2940000.0,Mumbai,18.0,1.18,22.0,582421.0
Structural Wood / Timber,Grade C,800.0,sq.ft,4.7,64.2,104000.0,109200.0,Bangalore,9.4,1.12,38.0,27548.0
Aluminum Windows,Grade B,500.0,Pieces,16.8,24.6,1400000.0,1470000.0,Mysuru,27.4,0.95,55.00000000000001,634437.0
Granite Slabs,Grade B,250.0,sq.ft,2.2,22.0,47500.0,49875.0,Delhi,28.4,1.1,55.00000000000001,25576.0
Window Glass,Grade B,500.0,sq.ft,3.9,22.7,37500.0,39375.0,Hyderabad,15.1,1.05,55.00000000000001,17772.0
Marble Slabs,Grade B,500.0,sq.ft,4.8,10.1,105000.0,110250.0,Bangalore,37.2,1.12,55.00000000000001,61085.0
Sanitaryware Ceramics,Grade B,50.0,Pieces,2.3,5.1,42500.0,44625.0,Chennai,17.8,1.02,55.00000000000001,22183.0
